Short name	Accession	TaxId	Name	Path	Assembly file	GFF file	lineage
Glocon1	Glocon1	205761	Gloeopeniophorella convolvens OM19405 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Glocon1	Glocon1_AssemblyScaffolds.fasta.gz	Glocon1_GeneCatalog_20160910.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulales incertae sedis,gloeopeniophorella,gloeopeniophorella convolvens"
Rusdis1	Rusdis1	258981	Russula dissimulans BPL704 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Rusdis1	Rusdis1_AssemblyScaffolds.fasta.gz	Rusdis1_GeneCatalog_20160910.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,russula,russula dissimulans"
Chytri1	Chytri1	1882861	Chytriomyces sp. MP 71 v1.0	no_rank/CHYTRIDIOMYCOTA/no_rank/CHYTRIDIOMYCETES/Chytri1	Chytri1_AssemblyScaffolds.fasta.gz	Chytri1_GeneCatalog_20161010.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,chytridiomycota,chytridiomycota incertae sedis,chytridiomycetes,chytridiales,chytriomycetaceae,chytriomyces,unclassified chytriomyces,chytriomyces sp. mp71"
Umbsp_AD052_1	Umbsp_AD052_1	1883073	Umbelopsis sp. nov. AD052 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Umbsp_AD052_1	Umbsp_AD052_1_AssemblyScaffolds.fasta.gz	Umbsp_AD052_1_GeneCatalog_20160912.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,umbelopsidomycetes,umbelopsidales,umbelopsidaceae,umbelopsis,unclassified umbelopsis,umbelopsis sp. ad052"
Blabri1	Blabri1	64508	Blastocladiella britannica v1.0	no_rank/BLASTOCLADIOMYCOTA/Blabri1	Blabri1_AssemblyScaffolds.fasta.gz	Blabri1_GeneCatalog_20160901.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,blastocladiomycota,blastocladiomycota incertae sedis,blastocladiomycetes,blastocladiales,blastocladiaceae,blastocladiella,blastocladiella britannica"
Synplu1	Synplu1	1851185	Syncephalis plumigaleata NRRL S24 v1.0	no_rank/ZOOPAGOMYCOTA/ZOOPAGOMYCOTINA/Synplu1	Synplu1_AssemblyScaffolds.fasta.gz	Synplu1_primary_alleles_20160908.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,zoopagomycota,zoopagomycotina,zoopagomycetes,zoopagales,piptocephalidaceae,syncephalis,syncephalis plumigaleata"
Gaesem1	Gaesem1	109897	Gaertneriomyces semiglobifer Barr 43 v1.0	no_rank/CHYTRIDIOMYCOTA/no_rank/CHYTRIDIOMYCETES/Gaesem1	Gaesem1_AssemblyScaffolds.fasta.gz	Gaesem1_GeneCatalog_20161012.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,chytridiomycota,chytridiomycota incertae sedis,chytridiomycetes,spizellomycetales,spizellomycetaceae,gaertneriomyces,gaertneriomyces semiglobifer"
Cysmur1	Cysmur1	467946	Cystostereum murrayi CysMur001 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Cysmur1	Cysmur1_AssemblyScaffolds.fasta.gz	Cysmur1_GeneCatalog_20160906.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,cystostereaceae,cystostereum,cystostereum murrayi"
Entma1	Entma1	97380	Entoleuca mammata CFL468 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Entma1	Entma1_AssemblyScaffolds.fasta.gz	Entma1_GeneCatalog_20161112.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,xylariomycetidae,xylariales,xylariaceae,entoleuca,entoleuca mammata"
Lycper1	Lycper1	90686	Lycoperdon perlatum FP-102459-T v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Lycper1	Lycper1_AssemblyScaffolds.fasta.gz	Lycper1_primary_alleles_20161001.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,lycoperdaceae,lycoperdon,lycoperdon perlatum"
Gymear1	Gymear1	236213	Gymnopus earleae GB-263.02 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Gymear1	Gymear1_AssemblyScaffolds.fasta.gz	Gymear1_GeneCatalog_20160910.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,omphalotaceae,gymnopus,gymnopus earleae"
Aspacu1	Aspacu1	487661	Aspergillus aculeatinus CBS 121060 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspacu1	Aspacu1_AssemblyScaffolds.fasta.gz	Aspacu1_GeneCatalog_genes_20140714.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus aculeatinus"
Aspvad1	Aspvad1	288669	Aspergillus vadensis CBS 113365 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspvad1	Aspvad1_AssemblyScaffolds.fasta.gz	Aspvad1_GeneCatalog_genes_20140612.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus vadensis"
Asphet1	Asphet1	51019	Aspergillus heteromorphus CBS 117.55 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asphet1	Asphet1_AssemblyScaffolds.fasta.gz	Asphet1.filtered_proteins.FilteredModels1.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus heteromorphus"
Lacvol1	Lacvol1	71967	Lactifluus cf. volemus BPL652 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Lacvol1	Lacvol1_AssemblyScaffolds.fasta.gz	Lacvol1_primary_alleles_20161025.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,lactarius,lactarius volemus"
Aspscle1	Aspscle1	487660	Aspergillus sclerotiicarbonarius CBS 121057 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspscle1	Aspscle1_AssemblyScaffolds.fasta.gz	Aspscle1_GeneCatalog_genes_20140720.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus sclerotiicarbonarius"
Aspbru1	Aspbru1	1191711	Aspergillus brunneoviolaceus CBS 621.78 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspbru1	Aspbru1_AssemblyScaffolds.fasta.gz	Aspbru1_GeneCatalog_genes_20140712.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus brunneoviolaceus"
Aspscl1	Aspscl1	319627	Aspergillus sclerotioniger CBS115572 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspscl1	Aspscl1_AssemblyScaffolds.fasta.gz	Aspscl1.filtered_proteins.FilteredModels1.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus sclerotioniger"
Aspneo1	Aspneo1	1196635	Aspergillus neoniger CBS 115656 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspneo1	Aspneo1_AssemblyScaffolds.fasta.gz	Aspneo1.filtered_proteins.FilteredModels1.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus neoniger"
Aspell1	Aspell1	41066	Aspergillus ellipticus CBS 707.79 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspell1	Aspell1_AssemblyScaffolds.fasta.gz	Aspell1_GeneCatalog_genes_20140716.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus ellipticus"
Hymvar1	Hymvar1	2075069	Hymenoscyphus varicosporoides PMI_453 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/LEOTIOMYCETES/Hymvar1	Hymvar1_AssemblyScaffolds.fasta.gz	Hymvar1_GeneCatalog_20161013.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,leotiomycetes,helotiales,helotiaceae,hymenoscyphus,hymenoscyphus varicosporioides"
Aspsac1	Aspsac1	979771	Aspergillus saccharolyticus JOP 1030-1 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspsac1	Aspsac1_AssemblyScaffolds.fasta.gz	Aspsac1.filtered_proteins.FilteredModels1.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus saccharolyticus"
Tragib1	Tragib1	160864	Trametes gibbosa CIRM-BRFM 1770 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Tragib1	Tragib1_AssemblyScaffolds.fasta.gz	Tragib1_GeneCatalog_20161031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,polyporaceae,trametes,trametes gibbosa"
Asppip1	Asppip1	319630	Aspergillus piperis CBS 112811 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asppip1	Asppip1_AssemblyScaffolds.fasta.gz	Asppip1_GeneCatalog_genes_20140724.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus piperis"
Spalat1	Spalat1	1202976	Sparassis latifolia CCMJ1100 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Spalat1	Spalat1_AssemblyScaffolds.fasta.gz	Spalat1_GeneCatalog_20161107.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,sparassidaceae,sparassis,sparassis latifolia"
Rusrug1	Rusrug1	1897646	Russula rugulosa BPL654 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Rusrug1	Rusrug1_AssemblyScaffolds.fasta.gz	Rusrug1_primary_alleles_20161111.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,russula,russula aff. rugulosa bpl654"
Aspuva1	Aspuva1	446911	Aspergillus uvarum CBS 121591 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspuva1	Aspuva1_AssemblyScaffolds.fasta.gz	Aspuva1.filtered_proteins.FilteredModels1.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus uvarum"
Asphom1	Asphom1	319626	Aspergillus homomorphus CBS 101889 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asphom1	Asphom1_AssemblyScaffolds.fasta.gz	Asphom1_GeneCatalog_genes_20140716.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus homomorphus"
Aspfij1	Aspfij1	1191702	Aspergillus fijiensis CBS 313.89 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspfij1	Aspfij1_AssemblyScaffolds.fasta.gz	Aspfij1_GeneCatalog_genes_20141130.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus fijiensis"
Aspibe1	Aspibe1	301854	Aspergillus ibericus CBS 121593 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspibe1	Aspibe1_AssemblyScaffolds.fasta.gz	Aspibe1_GeneCatalog_genes_20141129.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus ibericus"
Aspvio1	Aspvio1	657443	Aspergillus violaceofuscus CBS 115571 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspvio1	Aspvio1_AssemblyScaffolds.fasta.gz	Aspvio1_GeneCatalog_genes_20140719.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus violaceofuscus"
Aspeuc1	Aspeuc1	1340029	Aspergillus eucalypticola CBS 122712 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspeuc1	Aspeuc1_AssemblyScaffolds.fasta.gz	Aspeuc1.filtered_proteins.FilteredModels1.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus eucalypticola"
Aspcos1	Aspcos1	319631	Aspergillus costaricaensis CBS 115574 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspcos1	Aspcos1_AssemblyScaffolds.fasta.gz	Aspcos1_GeneCatalog_genes_20141208.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus costaricensis"
Rusbre1	Rusbre1	98861	Russula brevipes BPL707 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Rusbre1	Rusbre1_AssemblyScaffolds.fasta.gz	Rusbre1_primary_alleles_20161010.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,russula,russula brevipes"
XylPMI506	XylPMI506	1940296	Xylariales sp. PMI_506 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/XylPMI506	XylPMI506_AssemblyScaffolds.fasta.gz	XylPMI506_GeneCatalog_20161028.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,xylariomycetidae,xylariales,unclassified xylariales,xylariales sp. pmi_506"
Aspjap1	Aspjap1	34381	Aspergillus japonicus CBS 114.51 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspjap1	Aspjap1_AssemblyScaffolds.fasta.gz	Aspjap1_GeneCatalog_genes_20141201.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus japonicus"
Aspind1	Aspind1	1232676	Aspergillus indologenus CBS 114.80 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspind1	Aspind1_AssemblyScaffolds.fasta.gz	Aspind1_GeneCatalog_genes_20140718.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus indologenus"
Asplac1	Asplac1	1450533	Aspergillus niger (lacticoffeatus) CBS 101883 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asplac1	Asplac1_AssemblyScaffolds.fasta.gz	Asplac1.filtered_proteins.FilteredModels1.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus subgen. circumdati,aspergillus niger,aspergillus niger cbs 101883"
Talpro1	Talpro1	1131652	Talaromyces proteolyticus PMI_201 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Talpro1	Talpro1_AssemblyScaffolds.fasta.gz	Talpro1_GeneCatalog_20161118.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,trichocomaceae,talaromyces,talaromyces sect. bacilispori,talaromyces proteolyticus"
Crypo1	Crypo1	940279	Cryptodiaporthe populea CFL2025 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Crypo1	Crypo1_AssemblyScaffolds.fasta.gz	Crypo1_GeneCatalog_20161116.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,sordariomycetidae,diaporthales,gnomoniaceae,cryptodiaporthe,cryptodiaporthe populea"
Bisnum1	Bisnum1	97378	Biscogniauxia nummularia v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Bisnum1	Bisnum1_AssemblyScaffolds.fasta.gz	Bisnum1_GeneCatalog_20160826.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,xylariomycetidae,xylariales,xylariaceae,biscogniauxia,biscogniauxia nummularia"
MarPMI226	MarPMI226	1896173	Mariannaea sp. PMI_226 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/MarPMI226	MarPMI226_AssemblyScaffolds.fasta.gz	MarPMI226_GeneCatalog_20161118.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,mariannaea,unclassified mariannaea,mariannaea sp. pmi_226"
Ilyrob1	Ilyrob1	1079257	Ilyonectria robusta PMI_751 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Ilyrob1	Ilyrob1_AssemblyScaffolds.fasta.gz	Ilyrob1_GeneCatalog_20161014.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,ilyonectria,ilyonectria robusta"
Pensub1	Pensub1	1316194	Penicillium subrubescens FBCC1632 / CBS132785	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Pensub1	Pensub1_AssemblyScaffolds.fasta.gz	Pensub1_GeneCatalog_20160929.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,penicillium,penicillium subrubescens"
EndpusZ1	EndpusZ1	1263415	Endocarpon pusillum Z07020	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/EndpusZ1	EndpusZ1_AssemblyScaffolds.fasta.gz	EndpusZ1_GeneCatalog_20180130.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,chaetothyriomycetidae,verrucariales,verrucariaceae,endocarpon,endocarpon pusillum,endocarpon pusillum z07020"
Enthel1	Enthel1	281842	Entophlyctis helioformis JEL805 v1.0	no_rank/CHYTRIDIOMYCOTA/no_rank/CHYTRIDIOMYCETES/Enthel1	Enthel1_AssemblyScaffolds.fasta.gz	Enthel1_GeneCatalog_20161121.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,chytridiomycota,chytridiomycota incertae sedis,chytridiomycetes,chytridiales,chytriomycetaceae,entophlyctis,entophlyctis helioformis"
Radspe1	Radspe1	64574	Radiomyces spectabilis NRRL 2753 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Radspe1	Radspe1_AssemblyScaffolds.fasta.gz	Radspe1_GeneCatalog_20161011.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,radiomycetaceae,radiomyces,radiomyces spectabilis"
Spifus1	Spifus1	101115	Spinellus fusiger NRRL 22323 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Spifus1	Spifus1_AssemblyScaffolds.fasta.gz	Spifus1_GeneCatalog_20161021.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,phycomycetaceae,spinellus,spinellus fusiger"
Cligib1	Cligib1	378275	Clitocybe gibba IJFM A808 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Cligib1	Cligib1_AssemblyScaffolds.fasta.gz	Cligib1_primary_alleles_12092016.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,agaricales incertae sedis,infundibulicybe,infundibulicybe gibba"
Pilidi1	Pilidi1	2025994	Coniella lustricola B22-T-1 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Pilidi1	Pilidi1_AssemblyScaffolds.fasta.gz	Pilidi1_GeneCatalog_20160923.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,sordariomycetidae,diaporthales,schizoparmaceae,coniella,coniella lustricola"
Gilper1	Gilper1	101096	Gilbertella persicaria var. persicaria CBS 190.32-T v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Gilper1	Gilper1_AssemblyScaffolds.fasta.gz	Gilper1_GeneCatalog_20161121.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,mucorineae,choanephoraceae,gilbertelloideae,gilbertella,gilbertella persicaria"
Clibor1	Clibor1	239101	Climacocystis borealis CliBor001 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Clibor1	Clibor1_AssemblyScaffolds.fasta.gz	Clibor1_primary_alleles_20161206.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,polyporales incertae sedis,climacocystis,climacocystis borealis"
Synfus1	Synfus1	1851187	Syncephalis fuscata S228 v1.0	no_rank/ZOOPAGOMYCOTA/ZOOPAGOMYCOTINA/Synfus1	Synfus1_AssemblyScaffolds.fasta.gz	Synfus1_GeneCatalog_20170105.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,zoopagomycota,zoopagomycotina,zoopagomycetes,zoopagales,piptocephalidaceae,syncephalis,syncephalis fuscata"
Trihyb1	Trihyb1	47213	Trichophaea hybrida UTF0779 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/PEZIZOMYCETES/Trihyb1	Trihyb1_AssemblyScaffolds.fasta.gz	Trihyb1_GeneCatalog_20161123.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,pezizomycetes,pezizales,pyronemataceae,trichophaea,trichophaea hybrida"
Colce1	Colce1	343994	Colletotrichum cereale CBS 129662 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Colce1	Colce1_AssemblyScaffolds.fasta.gz	Colce1_GeneCatalog_20161230.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,glomerellales,glomerellaceae,colletotrichum,colletotrichum graminicola species complex,colletotrichum cereale"
Colhig2	Colhig2	759273	Colletotrichum higginsianum IMI 349063	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Colhig2	Colhig2_AssemblyScaffolds.fasta.gz	Colhig2_GeneCatalog_20170214.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,glomerellales,glomerellaceae,colletotrichum,colletotrichum destructivum species complex,colletotrichum higginsianum,colletotrichum higginsianum imi 349063"
